paper_id,total_valid_chars,proof_chars,proof_density,display_chars,display_density
AOS_2026_0310,171610,40795,0.2377,53632,0.3125
AOS_2026_0311,147847,43740,0.2958,43574,0.2947
AOS_2026_0315,269580,123581,0.4584,82634,0.3065
AOS_2026_0316,203371,113956,0.5603,73632,0.3621
AOS_2026_0317,287955,108093,0.3754,93423,0.3244
AOS_2026_0318,307098,202411,0.6591,59576,0.194
AOS_2026_0320,181004,22803,0.126,34282,0.1894
AOS_2026_0321,355727,186581,0.5245,96887,0.2724
AOS_2026_0322,305605,100632,0.3293,81375,0.2663
AOS_2026_0323,300525,151318,0.5035,72715,0.242
AOS_2026_0324,166541,16042,0.0963,45861,0.2754
AOS_2026_0325,342254,145460,0.425,140508,0.4105
AOS_2026_0326,240797,110067,0.4571,71026,0.295
AOS_2026_0328,200926,8110,0.0404,72541,0.361
AOS_2026_0329,212680,107569,0.5058,146445,0.6886
AOS_2026_0331,301977,24508,0.0812,103909,0.3441
AOS_2026_0333,184859,49434,0.2674,44076,0.2384
AOS_2026_0334,267978,90014,0.3359,86700,0.3235
AOS_2026_0336,336970,52258,0.1551,83785,0.2486
AOS_2026_0337,283045,139854,0.4941,87460,0.309
AOS_2026_0338,364739,180417,0.4946,94248,0.2584
AOS_2026_0339,98429,33815,0.3435,25675,0.2608
AOS_2026_0340,101884,7993,0.0785,8264,0.0811
AOS_2026_0341,95981,11059,0.1152,21826,0.2274
AOS_2026_0342,140304,54373,0.3875,100013,0.7128
BIO_2023_0347,268808,75830,0.2821,49723,0.185
BIO_2023_0348,133553,12475,0.0934,8061,0.0604
BIO_2023_0350,177348,53632,0.3024,39390,0.2221
BIO_2023_0354,236918,20366,0.086,99436,0.4197
BIO_2023_0359,101676,18677,0.1837,18901,0.1859
BIO_2023_0360,148721,1737,0.0117,71661,0.4818
BIO_2023_0361,112870,1538,0.0136,16192,0.1435
BIO_2023_0363,117623,32664,0.2777,37430,0.3182
BIO_2023_0366,101045,4611,0.0456,13823,0.1368
BIO_2023_0367,162988,72554,0.4451,39770,0.244
BIO_2023_0377,198534,5180,0.0261,52658,0.2652
BIO_2023_0379,153421,37057,0.2415,45190,0.2945
BIO_2023_0506,35060,3483,0.0993,7857,0.2241
BIO_2023_0507,85707,18829,0.2197,20788,0.2425
BIO_2023_0516,111935,31343,0.28,16015,0.1431
BIO_2023_0519,88508,22576,0.2551,15402,0.174
BIO_2024_0349,55116,2064,0.0374,4525,0.0821
BIO_2024_0355,116403,30940,0.2658,20204,0.1736
BIO_2024_0356,112505,26927,0.2393,28367,0.2521
BIO_2024_0357,185419,46907,0.253,25115,0.1354
BIO_2024_0365,142061,53293,0.3751,435,0.0031
BIO_2024_0370,122599,14863,0.1212,32796,0.2675
BIO_2024_0371,69152,4412,0.0638,986,0.0143
BIO_2024_0372,339658,150938,0.4444,106096,0.3124
BIO_2024_0373,87236,7113,0.0815,10142,0.1163
BIO_2024_0415,106133,26921,0.2537,12979,0.1223
BIO_2024_0526,112912,35714,0.3163,40703,0.3605
BIO_2024_0528,56574,0,0.0,10470,0.1851
BIO_2024_0531,156655,48969,0.3126,9753,0.0623
BIO_2024_0533,261552,67064,0.2564,80919,0.3094
BIO_2024_0536,279400,41435,0.1483,44625,0.1597
BIO_2024_0537,162279,28748,0.1772,24365,0.1501
BIO_2024_0538,80809,40699,0.5036,20014,0.2477
BIO_2025_0449,53329,3563,0.0668,3758,0.0705
BIO_2025_0501,194671,94868,0.4873,66307,0.3406
BIO_2025_0502,34149,1186,0.0347,3980,0.1165
BIO_2025_0503,77071,7645,0.0992,9414,0.1221
BIO_2025_0505,170507,29951,0.1757,26324,0.1544
BIO_2025_0545,161325,10602,0.0657,39774,0.2465
BIO_2025_0546,67409,23598,0.3501,10367,0.1538
BIO_2025_0549,74422,5738,0.0771,14964,0.2011
BIO_2025_0550,163826,29194,0.1782,37293,0.2276
BIO_2025_0552,73372,23548,0.3209,11409,0.1555
BIO_2025_0553,170136,48627,0.2858,28300,0.1663
BIO_2025_0554,71060,5748,0.0809,6901,0.0971
BIO_2025_0555,41376,958,0.0232,2944,0.0712
BIO_2025_0556,97980,9096,0.0928,16213,0.1655
BIO_2025_0557,149388,52053,0.3484,16751,0.1121
BIO_2025_0558,118666,6499,0.0548,42243,0.356
BIO_2025_0559,142338,28912,0.2031,33011,0.2319
BIO_2025_0561,109396,58713,0.5367,34214,0.3128
BIO_2025_0562,135269,2205,0.0163,24580,0.1817
